x,y,species cloglog values
227.0,227.0,0.12155615
228.0,228.0,0.18696596
229.0,229.0,0.3440651
230.0,230.0,0.01629742
231.0,231.0,0.0077543007
232.0,232.0,0.0013379401
233.0,233.0,0.001364529
234.0,234.0,0.0017202911
235.0,235.0,0.0068117627
236.0,236.0,0.006946816
237.0,237.0,0.01587743
238.0,238.0,0.25176144
239.0,239.0,0.40908995
240.0,240.0,0.3005043
241.0,241.0,0.33077624
242.0,242.0,0.44257563
243.0,243.0,0.058437515
244.0,244.0,0.2095318
245.0,245.0,0.6080765
246.0,246.0,0.6386713
247.0,247.0,0.48731336
248.0,248.0,0.2378227
249.0,249.0,0.23452123
250.0,250.0,0.017302837
251.0,251.0,0.022328416
252.0,252.0,0.0018210068
253.0,253.0,0.0039602495
254.0,254.0,0.01690428
255.0,255.0,0.02507393
256.0,256.0,0.008341289
257.0,257.0,0.009360627
258.0,258.0,0.0014792045
259.0,259.0,0.0068708425
260.0,260.0,0.0035257828
261.0,261.0,0.0029073022
262.0,262.0,0.0028277014
263.0,263.0,0.0014900399
264.0,264.0,0.0011741244
265.0,265.0,0.009203971
266.0,266.0,0.0214886
267.0,267.0,0.025672793
268.0,268.0,0.074278705
269.0,269.0,0.14239739
270.0,270.0,0.42355895
271.0,271.0,0.05151619
272.0,272.0,0.3804047
273.0,273.0,0.08743564
274.0,274.0,0.32728133
275.0,275.0,0.07007304
276.0,276.0,0.01071864
277.0,277.0,0.0011084696
278.0,278.0,2.2098944E-4
279.0,279.0,0.0032811866
280.0,280.0,0.0037914412
281.0,281.0,0.03295138
282.0,282.0,0.02037206
283.0,283.0,0.21000569
284.0,284.0,0.023017948
285.0,285.0,0.020649353
286.0,286.0,0.2883347
287.0,287.0,0.3315877
288.0,288.0,0.19787505
289.0,289.0,0.43872416
290.0,290.0,0.3744848
291.0,291.0,0.26675242
292.0,292.0,0.093635775
293.0,293.0,0.32942232
294.0,294.0,0.18688671
295.0,295.0,0.08194489
296.0,296.0,0.00467068
297.0,297.0,0.0018527455
298.0,298.0,8.7818934E-4
299.0,299.0,0.0032622577
300.0,300.0,0.008526923
301.0,301.0,0.05103622
302.0,302.0,0.042700563
303.0,303.0,0.6003092
304.0,304.0,0.03981375
305.0,305.0,0.002021899
306.0,306.0,8.093965E-4
307.0,307.0,0.0029977318
308.0,308.0,6.097862E-4
309.0,309.0,8.2847785E-4
310.0,310.0,3.8211342E-4
311.0,311.0,3.5096044E-4
312.0,312.0,5.605986E-4
313.0,313.0,0.0044679875
314.0,314.0,0.019609394
315.0,315.0,0.41652212
316.0,316.0,0.34564707
317.0,317.0,0.39295447
318.0,318.0,0.021973165
319.0,319.0,0.52524835
320.0,320.0,0.40397388
321.0,321.0,0.55629236
322.0,322.0,0.5492381
323.0,323.0,0.022623794
324.0,324.0,0.0027470826
325.0,325.0,0.0011712217
326.0,326.0,3.007195E-4
327.0,327.0,7.689615E-4
328.0,328.0,0.0030069547
329.0,329.0,0.0036728634
330.0,330.0,0.0020657012
331.0,331.0,0.0027971775
332.0,332.0,0.0038201672
333.0,333.0,0.01996575
334.0,334.0,0.016615115
335.0,335.0,0.04893477
336.0,336.0,0.17630213
337.0,337.0,0.057931267
338.0,338.0,0.09710122
339.0,339.0,0.46053737
340.0,340.0,0.050984487
341.0,341.0,0.4597429
342.0,342.0,0.06292837
343.0,343.0,0.05039578
344.0,344.0,0.2612069
345.0,345.0,0.023678856
346.0,346.0,0.01147031
347.0,347.0,0.14459848
348.0,348.0,0.017156646
349.0,349.0,3.9143115E-4
350.0,350.0,0.0022000943
351.0,351.0,0.009866075
352.0,352.0,0.0121851545
353.0,353.0,0.0037448416
354.0,354.0,3.2033445E-4
355.0,355.0,3.0399155E-4
356.0,356.0,2.2906128E-4
357.0,357.0,1.8718935E-4
358.0,358.0,1.0839627E-4
359.0,359.0,9.501595E-5
360.0,360.0,0.008679221
361.0,361.0,0.0635788
