Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,true,7.0
COST.TIME.FROM.RIVERS,false,238.55726273854577
HEIGHT.AT.SITES,false,435.547888437907
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.3958333333333333
SOLAR.IRRADIATION.AT.SITE,false,1363.3828938802073
TPI.3000M,false,-16.424919128417972
TPI.300M,false,2.6735242207845062
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.22074517268144214
