X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.0019351719340151893,62.894646186107636,0.7890535189755425
2.0,2.0,train,4.5548089466187634E-4,22.002367083709157,0.3066849725885701
3.0,3.0,train,4.5548089466187634E-4,22.002367083709157,0.3066849725885701
4.0,4.0,train,0.004839425376843805,80.44767260679947,0.9795869256019323
5.0,5.0,train,1.5074497274457157E-4,9.262264213333802,0.11416111646006888
6.0,6.0,train,0.010444265964850704,89.5266336290192,0.9997748313787848
7.0,7.0,train,8.6452522168483E-4,40.52232125355922,0.501025384238462
8.0,8.0,train,0.004789768771256039,79.96377029454857,0.9787553201735043
9.0,9.0,train,0.002899785337526657,71.35963989520347,0.9028827117209781
10.0,10.0,train,0.0024483572285334252,68.17249529778442,0.8603790580421883
11.0,11.0,train,0.002185448723951076,66.53918437557256,0.8275087235443321
12.0,12.0,train,0.0010418996176260694,46.343903249142116,0.5673534014813362
13.0,13.0,train,0.0054735910456614155,82.00978339376984,0.9877415306758903
14.0,14.0,train,0.005673784989618024,83.14201462811238,0.9895642966486455
15.0,15.0,train,8.77499179999168E-4,41.08468546946424,0.5062040702085424
16.0,16.0,train,7.140371415947064E-4,33.76798000021136,0.43683715113552646
17.0,17.0,train,5.835290319279512E-4,28.2398774828391,0.3745222599895037
18.0,18.0,train,0.014363163927334902,92.10850524018781,0.9999903640241967
19.0,19.0,train,0.03030310536232603,100.0,0.9999999999738708
20.0,20.0,train,4.507254856211195E-4,21.811348694202653,0.30402864726796064
21.0,21.0,train,5.081985417399481E-4,24.920315914316298,0.33546199700470514
22.0,22.0,train,0.002031000394714275,63.788174321021344,0.8046984301245426
23.0,23.0,train,0.0030516451719152125,72.86117150076494,0.9140468218528492
24.0,24.0,train,9.520704879824977E-4,43.72627453348542,0.5349446184686691
25.0,25.0,train,0.014796428540226099,93.58830102255334,0.999993198808649
26.0,26.0,train,0.008359284426422631,85.88713095698601,0.9987959232191569
27.0,27.0,train,0.0010918692752101512,48.105872971898286,0.5843936319480765
28.0,28.0,train,0.006650152388020771,85.05114876097112,0.9952407217789486
29.0,29.0,train,0.0013843451830751813,53.589532235027264,0.6714967426343956
30.0,30.0,train,0.0018613648000855355,61.266620221747516,0.7761545655330407
31.0,31.0,train,1.8069634877020764E-4,10.531567382008133,0.13524177275214655
32.0,32.0,train,0.0027906017617752785,70.78772923431843,0.8939703915599382
33.0,33.0,train,0.0011146447369406887,48.541298444743745,0.5919360500118598
34.0,34.0,train,0.0015759491417741333,56.520858510076806,0.718404911777751
35.0,35.0,train,0.008449225810787223,87.57455760598312,0.9988799340424991
36.0,36.0,train,3.09056756258432E-4,16.51599931092039,0.22004976731354353
37.0,37.0,train,4.6108945622932564E-5,3.661527108424155,0.03639911244498362
