Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,true,7.0
COST.TIME.FROM.RIVERS,false,344.35679348095056
HEIGHT.AT.SITES,false,418.2227684227196
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.43243243243243246
SOLAR.IRRADIATION.AT.SITE,false,1353.6334096547714
TPI.3000M,false,-15.645532556482264
TPI.300M,false,2.0588321170291386
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.20472488182319978
