X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,3.384044882120056E-4,14.253743886650131,0.22160952675078516
2.0,2.0,train,3.384044882120056E-4,14.253743886650131,0.22160952675078516
3.0,3.0,train,1.5765020530800365E-4,6.537438392288294,0.11015795493585778
4.0,4.0,train,0.0038543462222262177,74.88979299053364,0.9423544653884275
5.0,5.0,train,0.008950864624174585,86.95031905586453,0.9986751918244379
6.0,6.0,train,0.0012096512595553867,50.92121228551978,0.5916075955724369
7.0,7.0,train,0.006042923125240833,82.28853719422891,0.9885947979978771
8.0,8.0,train,0.0015848515793856592,57.86217188161523,0.6906538493888115
9.0,9.0,train,0.0020488012341552514,63.027002966833976,0.78057938044019
10.0,10.0,train,0.004348854117119803,78.14830001843613,0.9600263849219083
11.0,11.0,train,7.681484107110671E-4,35.218650506686416,0.4337242993825845
12.0,12.0,train,0.0016571459191742004,59.15627022674931,0.7067750487881657
13.0,13.0,train,0.004661826592894138,78.61447147012726,0.9682935412265821
14.0,14.0,train,5.546107594051145E-4,24.5813502089833,0.3367401369723928
15.0,15.0,train,0.014619108171007597,97.01938629363929,0.9999800601680225
16.0,16.0,train,0.029806153097801213,99.99999079498971,0.9999999997388788
17.0,17.0,train,0.013284110139533845,95.55748497644136,0.999946427138717
18.0,18.0,train,6.106887457920019E-4,27.514805784863196,0.36371198657922144
19.0,19.0,train,0.0014820630873411394,56.13777638508018,0.6661949748699478
20.0,20.0,train,5.195953935154226E-4,22.53062872671685,0.3193219900982438
21.0,21.0,train,7.44425419011883E-4,34.00870042727336,0.42369120200763855
22.0,22.0,train,0.011545217361951373,92.96283470948185,0.999805899412486
23.0,23.0,train,0.0057013938630605335,81.68424527617637,0.9853137764443999
24.0,24.0,train,0.0014046176144654056,54.57888030776018,0.6464972179976312
25.0,25.0,train,0.0010101558705004033,45.04572519569206,0.5266104859537328
26.0,26.0,train,8.185304829537895E-4,37.01464442583133,0.4544566337410425
27.0,27.0,train,0.0032521340590316297,72.39834193081352,0.9099701406647905
28.0,28.0,train,0.009146307331735631,88.76436558425326,0.9988536558361372
29.0,29.0,train,0.009530761927859023,89.71746168843097,0.9991376040951461
30.0,30.0,train,0.002607254736620906,67.80782900546218,0.8548805411715122
31.0,31.0,train,8.229769980514211E-4,37.30487922516707,0.45624952039544264
32.0,32.0,train,0.0020530825950042463,63.109725638796036,0.7812737482672769
33.0,33.0,train,3.441981881335032E-4,14.563540491855674,0.2249410347445674
34.0,34.0,train,0.0011407867785444238,48.78834541758566,0.5702472198685808
35.0,35.0,train,0.0015358068775251643,57.39286230182146,0.6792154988432187
36.0,36.0,train,1.3492494820885572E-4,5.657416485282488,0.09506068158669778
37.0,37.0,train,0.0038862254874523798,75.27838362128736,0.9436990173977053
38.0,38.0,train,0.001306520360198905,52.53193557546581,0.619869530842091
39.0,39.0,train,0.008943861989969694,86.05539336641901,0.9986683059506609
40.0,40.0,train,7.510803169600151E-5,3.2055483937028044,0.054086204749045685
