Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,true,7.0
COST.TIME.FROM.RIVERS,false,275.3074516763494
HEIGHT.AT.SITES,false,435.373121611926
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.3877551020408163
SOLAR.IRRADIATION.AT.SITE,false,1360.0699886399866
TPI.3000M,false,-14.932068493901467
TPI.300M,false,2.7832896952726407
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.2092278236333205
