Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.72606E-12,0.000000001,0.000000001,0.981962989,0,0
3.62321E-12,0.000000003,0.000000003,0.980791755,0,0
1.03318E-11,0.000000011,0.000000008,0.977746545,0,0
2.08065E-11,0.000000025,0.000000016,0.975638323,0,0
8.48342E-11,0.000000107,0.000000065,0.971656126,0,0
2.1466E-10,0.000000263,0.000000165,0.969313657,0,0
5.93709E-10,0.000001005,0.000000457,0.964394472,0,0
1.56005E-9,0.000002597,0.0000012,0.960646521,0,0
4.06584E-9,0.000010195,0.000003128,0.954087608,0,0
9.81187E-9,0.000025879,0.000007547,0.948465683,0,0
1.80536E-8,0.000050476,0.000013887,0.944483486,0,0
3.03572E-8,0.000101183,0.000023351,0.939564301,0,0
5.50526E-8,0.000254382,0.000042347,0.931131413,0,0
9.71643E-8,0.000500417,0.000074738,0.923167018,0,0
1.61413E-7,0.001012192,0.000124154,0.914031389,0,0
3.27582E-7,0.002520315,0.000251951,0.900210822,0,0
5.74139E-7,0.005014163,0.000441542,0.886858749,0,0
9.49736E-7,0.010047858,0.000730289,0.871164207,0,0
1.90299E-6,0.025182632,0.001462747,0.846334036,0,0
2.82713E-6,0.050099968,0.002172322,0.821738112,0,0
4.34166E-6,0.100271791,0.003334117,0.788475053,0,0
6.69133E-6,0.200548017,0.005133882,0.746076364,0,0
8.32633E-6,0.300573247,0.006384311,0.714921527,0,0
9.71641E-6,0.400334744,0.007446196,0.688920122,0,0
1.10954E-5,0.500109986,0.008498487,0.66643242,0,0
1.23385E-5,0.600187459,0.009446103,0.646521434,0,0
1.37264E-5,0.700711502,0.010503049,0.628484423,0,0
1.42368E-5,0.751058931,0.010891475,0.620051534,0,0
1.47081E-5,0.800350816,0.011249999,0.61208714,0,0
1.59136E-5,0.901016789,0.012166457,0.596626845,0,0
1.69642E-5,1.001407618,0.012964451,0.582337784,0,0
1.80799E-5,1.100846121,0.013811134,0.568985711,0,0
1.90448E-5,1.201375205,0.01454285,0.556336379,0,0
2.02053E-5,1.301515777,0.015422154,0.544389787,0,0
2.12293E-5,1.400746398,0.016197382,0.533145936,0,0
2.21739E-5,1.500716254,0.016911995,0.522370579,0,0
2.50204E-5,1.750881812,0.01906215,0.497540408,0,0
2.72909E-5,2.000682766,0.02077387,0.475052706,0,0
2.93054E-5,2.252757324,0.022290151,0.454204732,0.021276596,0
3.18536E-5,2.502860773,0.024204658,0.434996486,0.021276596,0
3.41111E-5,2.750188218,0.025897674,0.417427969,0.021276596,0
3.68095E-5,3.002058233,0.027917499,0.400796439,0.021276596,0
4.02253E-5,3.252134438,0.03046829,0.385570391,0.021276596,0
4.28334E-5,3.502244564,0.032411435,0.371515577,0.021276596,0
4.68116E-5,3.752792736,0.03536779,0.358397751,0.021276596,0
5.02908E-5,4.000169506,0.037945964,0.34645116,0.021276596,0
5.46031E-5,4.252889204,0.041131939,0.335207309,0.021276596,0
5.91795E-5,4.503490513,0.044501495,0.324900445,0.021276596,0
6.3029E-5,4.754317564,0.047326621,0.315296322,0.021276596,0
6.80758E-5,5.004177969,0.051017778,0.30639494,0.021276596,0
7.47378E-5,5.254161317,0.055868441,0.298196299,0.021276596,0
8.2424E-5,5.50690334,0.061434071,0.290700398,0.021276596,0
8.74316E-5,5.752533027,0.065042426,0.283907238,0.021276596,0
9.3951E-5,6.008661019,0.069719318,0.277348325,0.021276596,0
9.89396E-5,6.250422507,0.073282308,0.271492153,0.021276596,0
1.03368E-4,6.504316085,0.076433587,0.26563598,0.021276596,0
1.11534E-4,6.751478703,0.082216798,0.260248302,0.021276596,0
1.18285E-4,7.005520456,0.086970718,0.25509487,0.021276596,0
1.24717E-4,7.259302075,0.091476716,0.250175685,0.042553191,0
1.3052E-4,7.502931765,0.095522832,0.245724994,0.042553191,0
1.38456E-4,7.75942294,0.101027863,0.241274303,0.042553191,0
1.44769E-4,8.000101535,0.105382497,0.237292106,0.042553191,0
1.52345E-4,8.253489772,0.110581293,0.233309909,0.042553191,0
1.59812E-4,8.502713832,0.115674873,0.229561958,0.042553191,0
1.69851E-4,8.750412965,0.122477222,0.226048255,0.042553191,0
1.7751E-4,9.011241572,0.12763223,0.222534551,0.042553191,0
1.82141E-4,9.262886171,0.130734523,0.219255095,0.042553191,0
1.88851E-4,9.504074912,0.135209361,0.216209885,0.042553191,0
1.95459E-4,9.75459526,0.139594034,0.213164676,0.042553191,0
2.01117E-4,10.012869247,0.143330756,0.210119466,0.042553191,0
2.05666E-4,10.25716522,0.146322858,0.207308503,0.042553191,0
2.11794E-4,10.508858315,0.150337236,0.20449754,0.042553191,0
2.18194E-4,10.76663345,0.154510341,0.201686578,0.042553191,0
2.24217E-4,11.010365763,0.158418164,0.199109862,0.042553191,0
2.28769E-4,11.260762139,0.161360159,0.196533146,0.042553191,0
2.34033E-4,11.51430659,0.164748555,0.19395643,0.042553191,0
2.39944E-4,11.750945519,0.168538031,0.191613961,0.042553191,0
2.42995E-4,12.016494041,0.170487295,0.189037245,0.042553191,0
2.4778E-4,12.261927104,0.173534343,0.186694776,0.042553191,0
2.56456E-4,12.512990962,0.179031853,0.184352307,0.042553191,0
2.61113E-4,12.772765098,0.181967514,0.182009838,0.042553191,0
2.65097E-4,13.01021384,0.184470336,0.179901616,0.042553191,0
2.68991E-4,13.250822239,0.186909481,0.177793394,0.042553191,0
2.7442E-4,13.52250124,0.190298238,0.175450925,0.042553191,0
2.82294E-4,13.774273589,0.195187542,0.173342703,0.042553191,0
2.88856E-4,14.003229921,0.199240083,0.171468728,0.042553191,0
2.91997E-4,14.264485125,0.201171972,0.169360506,0.042553191,0
3.00457E-4,14.5022418,0.206353778,0.167486531,0.063829787,0
3.07292E-4,14.775583289,0.210515739,0.165378309,0.063829787,0
