Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,false,7.680851063829787
COST.TIME.FROM.RIVERS,false,273.2951257583944
HEIGHT.AT.SITES,false,421.37352866314825
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.3829787234042553
SOLAR.IRRADIATION.AT.SITE,false,1353.606853079288
TPI.3000M,false,-15.354018191073806
TPI.300M,false,2.3195372236535916
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.20018209546725163
