Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.62818E-12,0.000000001,0.000000001,0.990630124,0,0
4.06665E-12,0.000000003,0.000000003,0.988990396,0,0
1.0247E-11,0.00000001,0.000000008,0.986179433,0,0
3.01551E-11,0.000000027,0.000000025,0.983836964,0,0
1.1981E-10,0.000000108,0.000000098,0.981494495,0,0
2.7533E-10,0.000000274,0.000000225,0.979386273,0,0
7.13519E-10,0.000001005,0.000000583,0.97587257,0,0
1.51155E-9,0.000002521,0.000001236,0.972593113,0,0
3.6506E-9,0.000010063,0.000002985,0.965331459,0,0
8.12923E-9,0.000025612,0.000006648,0.959006793,0,0
1.30355E-8,0.000050475,0.00001066,0.953384868,0,0
2.59554E-8,0.00010179,0.000021225,0.947528695,0,0
5.31471E-8,0.000251487,0.00004346,0.938627313,0,0
1.00846E-7,0.000509131,0.000082464,0.930428672,0,0
1.5309E-7,0.001009679,0.000125182,0.921058796,0,0
3.34687E-7,0.002509085,0.000273654,0.907238229,0,0
5.64922E-7,0.005032239,0.00046186,0.894120403,0,0
9.358E-7,0.010031763,0.00076496,0.878425861,0,0
1.94931E-6,0.025103134,0.001592785,0.853361443,0,0
3.01155E-6,0.050170822,0.00245967,0.829702506,0,0
4.97634E-6,0.100291307,0.004061147,0.800187398,0,0
7.69797E-6,0.200327153,0.006275256,0.763410635,0,0
9.39161E-6,0.300692528,0.00765059,0.736003748,0,0
1.07887E-5,0.400107489,0.008783689,0.713047552,0,0
1.22286E-5,0.500555963,0.009950144,0.692668072,0,0
1.35185E-5,0.601271132,0.010993925,0.674396814,0,0
1.47486E-5,0.70013749,0.011988242,0.657999532,0,0
1.54071E-5,0.75144525,0.012520152,0.650035137,0,0
1.58948E-5,0.800167539,0.012913917,0.642773483,0,0
1.69775E-5,0.901668443,0.013787424,0.628250176,0,0
1.80763E-5,1.001544988,0.014673203,0.614898103,0,0
1.90246E-5,1.101805084,0.015437044,0.60224877,0,0
2.01624E-5,1.201845276,0.016352671,0.590302178,0,0
2.08973E-5,1.30024787,0.016943607,0.579058327,0,0
2.18012E-5,1.400736769,0.017669982,0.568048723,0,0
2.2758E-5,1.501158038,0.018438299,0.557507613,0,0
2.47392E-5,1.751090343,0.020027288,0.532911689,0,0
2.72685E-5,2.001631854,0.022052099,0.510423987,0,0
2.91516E-5,2.25001315,0.023556882,0.48981026,0,0
3.13592E-5,2.501907751,0.025318051,0.470367768,0,0
3.38617E-5,2.750487727,0.027310616,0.452565004,0,0
3.64621E-5,3.000782912,0.029376784,0.435933474,0.02173913,0
3.90079E-5,3.250703251,0.03139537,0.420473179,0.02173913,0
4.1437E-5,3.500338931,0.033317486,0.405949871,0.02173913,0
4.35501E-5,3.751081748,0.034986508,0.392129304,0.02173913,0
4.6849E-5,4.000369309,0.037586278,0.379245725,0.02173913,0
4.97456E-5,4.251426663,0.039863249,0.367064886,0.02173913,0
5.34318E-5,4.504812525,0.042753098,0.355586788,0.02173913,0
5.69623E-5,4.751961909,0.045512773,0.345045678,0.02173913,0
6.15056E-5,5.006126122,0.049052374,0.334973062,0.02173913,0
6.5934E-5,5.255836592,0.052489905,0.325837433,0.02173913,0
7.10572E-5,5.502513624,0.056451188,0.317404544,0.02173913,0
7.52152E-5,5.752001635,0.059653997,0.30944015,0.02173913,0
8.17621E-5,6.004812616,0.06467493,0.301944249,0.02173913,0
8.68328E-5,6.257501725,0.068545271,0.294916842,0.02173913,0
9.07278E-5,6.506563817,0.071507378,0.288357929,0.02173913,0
9.66961E-5,6.750320867,0.076027912,0.28226751,0.02173913,0
1.03196E-4,7.000322709,0.080926378,0.276411338,0.02173913,0
1.06466E-4,7.252459619,0.083380132,0.270789412,0.02173913,0
1.12991E-4,7.504460233,0.088258273,0.265401733,0.02173913,0
1.19235E-4,7.759433661,0.092901848,0.260248302,0.02173913,0
1.23363E-4,8.002647871,0.095958807,0.255563364,0.043478261,0
1.29783E-4,8.256116793,0.100692839,0.250878426,0.043478261,0
1.37524E-4,8.510950424,0.10636744,0.246427735,0.043478261,0
1.43511E-4,8.751138799,0.110731869,0.242445538,0.043478261,0
1.51907E-4,9.00305447,0.116816433,0.23846334,0.065217391,0
1.58678E-4,9.252645749,0.121693082,0.23471539,0.065217391,0
1.65815E-4,9.512305024,0.12680431,0.23096744,0.065217391,0
1.70547E-4,9.764723332,0.130176511,0.227453736,0.065217391,0
1.78033E-4,10.008735056,0.135485505,0.22417428,0.065217391,0
1.83201E-4,10.261824299,0.139131392,0.220894823,0.065217391,0
1.88993E-4,10.503280348,0.143198708,0.217849613,0.065217391,0
1.92322E-4,10.751134627,0.145527972,0.214804404,0.065217391,0
1.94905E-4,11.003045039,0.147331386,0.211759194,0.065217391,0
2.00567E-4,11.260779517,0.151269604,0.208713985,0.065217391,0
2.05211E-4,11.504173253,0.154487166,0.205903022,0.065217391,0
2.11649E-4,11.754293329,0.158926405,0.203092059,0.065217391,0
2.16757E-4,12.01164715,0.162432889,0.200281096,0.065217391,0
2.2667E-4,12.255527769,0.16919481,0.19770438,0.065217391,0
2.32309E-4,12.507332524,0.173017197,0.195127665,0.065217391,0
2.39316E-4,12.766558693,0.177741959,0.192550949,0.086956522,0
2.4661E-4,13.010029127,0.18263177,0.19020848,0.086956522,0
2.53252E-4,13.259906132,0.187059256,0.187866011,0.086956522,0
2.59586E-4,13.516338255,0.191259254,0.185523542,0.086956522,0
2.6512E-4,13.753099683,0.194910812,0.18341532,0.086956522,0
2.71652E-4,14.02240381,0.199199967,0.181072851,0.086956522,0
2.83346E-4,14.271463007,0.206821339,0.178964629,0.108695652,0
2.87421E-4,14.500062539,0.20946005,0.177090654,0.108695652,0
2.92757E-4,14.761093498,0.212902012,0.174982431,0.130434783,0
2.99064E-4,15.028622462,0.21695101,0.172874209,0.130434783,0
3.05349E-4,15.270105777,0.220965205,0.171000234,0.130434783,0
3.12732E-4,15.517901632,0.225654628,0.169126259,0.130434783,0
3.19518E-4,15.770902161,0.229939859,0.167252284,0.130434783,0
3.26048E-4,16.02828648,0.23404082,0.165378309,0.130434783,0
3.33633E-4,16.259581333,0.238777182,0.16373858,0.130434783,0
3.39768E-4,16.528976613,0.242586694,0.161864605,0.130434783,0
3.43443E-4,16.768779049,0.244859184,0.160224877,0.130434783,0
3.48367E-4,17.011269101,0.24789416,0.158585149,0.130434783,0
3.54608E-4,17.25840166,0.251722712,0.15694542,0.130434783,0
3.60861E-4,17.509833972,0.255539025,0.155305692,0.130434783,0
3.65801E-4,17.764438342,0.258540239,0.153665964,0.130434783,0
3.74107E-4,18.024121849,0.26355944,0.152026236,0.130434783,0
3.79891E-4,18.250594977,0.267034322,0.150620754,0.130434783,0
3.8651E-4,18.518929289,0.270991,0.148981026,0.130434783,0
3.94561E-4,18.753946534,0.275774883,0.147575545,0.130434783,0
4.02323E-4,19.033237695,0.280357204,0.145935816,0.130434783,0
4.07694E-4,19.276292205,0.283511323,0.144530335,0.130434783,0
4.13505E-4,19.522629875,0.286907772,0.143124854,0.130434783,0
4.21968E-4,19.77320228,0.291825778,0.141719372,0.130434783,0
4.28233E-4,20.028305923,0.295444514,0.140313891,0.130434783,0
4.31049E-4,20.28637033,0.297065514,0.138908409,0.130434783,0
4.34834E-4,20.502687384,0.299237764,0.137737175,0.130434783,0
4.39541E-4,20.765212659,0.301929889,0.136331694,0.130434783,0
4.44483E-4,21.030641431,0.304745468,0.134926212,0.130434783,0
4.51721E-4,21.255313782,0.308847934,0.133754978,0.130434783,0
4.5875E-4,21.529099925,0.312809457,0.132349496,0.130434783,0
4.66958E-4,21.760201238,0.31740631,0.131178262,0.173913043,0
4.74546E-4,22.042684315,0.321629095,0.129772781,0.173913043,0
4.7753E-4,22.28091041,0.323282281,0.128601546,0.173913043,0
4.83191E-4,22.521323109,0.326407679,0.127430312,0.173913043,0
4.9062E-4,22.76477778,0.330487665,0.126259077,0.173913043,0
4.96239E-4,23.011388309,0.333556818,0.125087843,0.173913043,0
4.99031E-4,23.260182383,0.335076764,0.123916608,0.173913043,0
5.05496E-4,23.51168418,0.338582771,0.122745374,0.173913043,0
5.09804E-4,23.765962911,0.340908837,0.121574139,0.173913043,0
5.15553E-4,24.022152598,0.343999815,0.120402905,0.173913043,0
5.23594E-4,24.281835701,0.3482996,0.11923167,0.173913043,0
5.28698E-4,24.545094602,0.351013976,0.118060436,0.173913043,0
5.36633E-4,24.757727904,0.355211245,0.117123448,0.173913043,0
5.43884E-4,25.027584989,0.359023411,0.115952214,0.173913043,0
5.49279E-4,25.301424918,0.361844795,0.114780979,0.173913043,0
