Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,false,7.608695652173913
COST.TIME.FROM.RIVERS,false,307.8932937953785
HEIGHT.AT.SITES,false,428.4429181969685
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.30434782608695654
SOLAR.IRRADIATION.AT.SITE,false,1361.2313816236403
TPI.3000M,false,-14.399053158967396
TPI.300M,false,2.645312101944634
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.21121781369995163
