X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.002989452830455869,76.09261319945145,0.9365301380874381
2.0,2.0,train,3.578425803904322E-4,18.275273296131243,0.28110526541825387
3.0,3.0,train,3.578425803904322E-4,18.275273296131243,0.28110526541825387
4.0,4.0,train,1.7391610851442968E-4,10.251767204535824,0.1482002882146609
5.0,5.0,train,0.0019100635568854378,67.38578983113491,0.8282410027099455
6.0,6.0,train,0.006300697963334644,88.48375105626305,0.9970060783262512
7.0,7.0,train,0.0012132778216445356,53.58755174227807,0.6733981196558396
8.0,8.0,train,0.005445053935009664,84.97668524936887,0.9934087059563455
9.0,9.0,train,0.004127459947898256,80.05373694586837,0.9777804072912357
10.0,10.0,train,0.0011807865634972904,52.9224428366015,0.6634627577751017
11.0,11.0,train,8.785872949023761E-4,40.48151577572532,0.555287058582395
12.0,12.0,train,7.126473279940959E-4,33.51091463670181,0.481740327131693
13.0,13.0,train,7.752061516643351E-4,36.037484013183146,0.5107967530835739
14.0,14.0,train,7.363179755816544E-4,34.60726876575234,0.49293214204088687
15.0,15.0,train,0.002731869546013244,74.39339462070079,0.9195097732008186
16.0,16.0,train,0.003124601472930972,76.71068539013974,0.9439683459453697
17.0,17.0,train,0.007343902461674851,92.7312107678279,0.9988561149356554
18.0,18.0,train,5.942331258740056E-4,28.31140693964161,0.4219325614502938
19.0,19.0,train,0.017897696168891943,99.99999682482019,0.9999999322303565
20.0,20.0,train,0.015738217740924924,98.21024508648155,0.999999503385467
21.0,21.0,train,0.004543957584723839,83.96569413114806,0.9848676292143359
22.0,22.0,train,0.004141785378732114,80.46778225996253,0.9780720511982932
23.0,23.0,train,0.0023115674533515395,71.85052782770313,0.8813968688352446
24.0,24.0,train,9.515482389523492E-4,42.57709009976883,0.5842281441008876
25.0,25.0,train,0.0021179931118710054,69.63149711492653,0.858214173896672
26.0,26.0,train,0.0027843514725947273,74.94535113020912,0.9233130632092833
27.0,27.0,train,8.414190607670954E-4,39.097714402895086,0.5397777699388994
28.0,28.0,train,8.020840613373125E-4,37.38190625617496,0.5227748532683929
29.0,29.0,train,0.00701706383876081,89.83047603719197,0.9984536835436572
30.0,30.0,train,0.0014824730257390311,59.558368879019575,0.745204413470103
31.0,31.0,train,6.995146129442281E-4,33.09515901155446,0.4754247976316124
32.0,32.0,train,4.661162288026897E-4,22.414702158253018,0.34942700022836914
33.0,33.0,train,0.0013868191719357008,57.54917418084806,0.7217044385153504
34.0,34.0,train,9.155844133368426E-4,41.54780981423328,0.5702058657562021
35.0,35.0,train,0.006124396251025502,87.85368120862347,0.996477439144082
36.0,36.0,train,6.498295367033922E-4,31.061279608450995,0.450826930052188
37.0,37.0,train,0.002219139333551191,70.7193267640062,0.8708428485610027
38.0,38.0,train,3.481195400361437E-4,17.780276896025722,0.2746294994509405
39.0,39.0,train,0.0017212339099367323,64.11296121132395,0.7955648069968803
40.0,40.0,train,0.0012407342972685779,54.2383651684095,0.6815649061402298
41.0,41.0,train,0.0011010744178866602,49.26648375128777,0.6377886781334925
42.0,42.0,train,0.005637110113708401,86.08484147094828,0.9944786900625004
43.0,43.0,train,4.705684120196827E-4,22.691697950831106,0.3520929545721754
44.0,44.0,train,2.9702230257639664E-4,15.575121175186393,0.2396264351915861
45.0,45.0,train,1.8339021028279328E-4,10.756655836727871,0.15561090719362314
46.0,46.0,train,2.82728094603899E-5,1.9594271518200106,0.025739132499749018
