Predictor variable,Categorical,Sample average
CLASSIFIED.TPI,true,7.0
COST.TIME.FROM.RIVERS,false,319.06217931664526
HEIGHT.AT.SITES,false,417.45580922002375
NUMBER.OF.ANYSIZE.SITES.IN.SIGHT,false,0.2608695652173913
SOLAR.IRRADIATION.AT.SITE,false,1364.6936539359713
TPI.3000M,false,-14.014448746390967
TPI.300M,false,1.940327519955843
X..OF.VIEWVED.AREA.IN.3KM.BUFFER,false,0.19831221261183204
